hit_key	source	ext_id	title	pub_year	journal	doi	decision	exclusion_reason_code	note	screen_source
MED:37945101	MED	37945101	Radiomics and Artificial Intelligence: Renal Cell Carcinoma.	2023	Urol Clin North Am	10.1016/j.ucl.2023.06.007	Excluded	wrong publication type	This is a topical overview of radiomics and artificial intelligence in renal cell carcinoma without a primary cohort, kept for context rather than as an included study.	batch-04
MED:37064257	MED	37064257	Radiomics vs radiologist in bladder and renal cancer. Results from a systematic review.	2023	Cent European J Urol	10.5173/ceju.2023.252	Excluded	wrong publication type	This is a topical systematic review comparing radiomics with radiologist assessment in bladder and renal cancer, kept for context rather than as an included study.	batch-04
MED:36867239	MED	36867239	Radiomics vs radiologist in prostate cancer. Results from a systematic review.	2023	World J Urol	10.1007/s00345-023-04305-2	Excluded	wrong publication type	This is a topical systematic review of radiomics versus radiologist assessment in prostate cancer, kept for context rather than as an included study.	batch-04
MED:36670469	MED	36670469	Recognizing pathology of renal tumor from macroscopic cross-section image by deep learning.	2023	Biomed Eng Online	10.1186/s12938-023-01064-4	Excluded	wrong outcome	Convolutional networks classified known benign versus malignant renal-tumor subtypes on gross photographs, which is assisted diagnosis without a new biomarker signature.	batch-04
MED:37546423	MED	37546423	Research progress on deep learning in magnetic resonance imaging-based diagnosis and treatment of prostate cancer: a review on the current status and perspectives.	2023	Front Oncol	10.3389/fonc.2023.1189370	Excluded	wrong publication type	This is a topical review of deep learning for MRI-based prostate cancer diagnosis and treatment, kept for context rather than as an included study.	batch-04
MED:37345172	MED	37345172	Role of AI and Radiomic Markers in Early Diagnosis of Renal Cancer and Clinical Outcome Prediction: A Brief Review.	2023	Cancers (Basel)	10.3390/cancers15102835	Excluded	wrong publication type	This is a topical review of AI and radiomic markers for renal cancer diagnosis and outcome prediction, kept for context rather than as an included study.	batch-04
MED:37511785	MED	37511785	Stability of Multi-Parametric Prostate MRI Radiomic Features to Variations in Segmentation.	2023	J Pers Med	10.3390/jpm13071172	Excluded	wrong outcome	The study measures stability of prostate MRI radiomic features under simulated segmentation changes and does not link a signature to diagnosis, prognosis, or treatment response.	batch-04
MED:37760407	MED	37760407	T2-Weighted MRI Radiomic Features Predict Prostate Cancer Presence and Eventual Biochemical Recurrence.	2023	Cancers (Basel)	10.3390/cancers15184437	Included		T2-weighted MRI radiomic features predicted prostate cancer presence and biochemical recurrence, with an AUC of 0.97 for recurrence.	batch-04
MED:38001712	MED	38001712	The Development and External Validation of Artificial Intelligence-Driven MRI-Based Models to Improve Prediction of Lesion-Specific Extraprostatic Extension in Patients with Prostate Cancer.	2023	Cancers (Basel)	10.3390/cancers15225452	Included		An MRI radiomics model predicted lesion-specific extraprostatic extension in prostate cancer, with AUCs of 0.86 to 0.91 and higher external accuracy than radiological reporting.	batch-04
MED:36749494	MED	36749494	The Evidence for Using Artificial Intelligence to Enhance Prostate Cancer MR Imaging.	2023	Curr Oncol Rep	10.1007/s11912-023-01371-y	Excluded	wrong publication type	This is a topical review of artificial intelligence applied to prostate cancer MR imaging, kept for context rather than as an included study.	batch-04
MED:37568397	MED	37568397	The Present and Future of Artificial Intelligence in Urological Cancer.	2023	J Clin Med	10.3390/jcm12154995	Excluded	wrong publication type	This is a topical review of artificial intelligence across urological cancers, kept for context rather than as an included study.	batch-04
MED:36980436	MED	36980436	The Use of MRI-Derived Radiomic Models in Prostate Cancer Risk Stratification: A Critical Review of Contemporary Literature.	2023	Diagnostics (Basel)	10.3390/diagnostics13061128	Excluded	wrong publication type	This is a topical critical review of MRI radiomic models for prostate cancer risk stratification, kept for context rather than as an included study.	batch-04
MED:37968599	MED	37968599	The value of a dual-energy CT Iodine map radiomics model for the prediction of collagen fiber content in the ccRCC tumor microenvironment.	2023	BMC Med Imaging	10.1186/s12880-023-01127-x	Included		Dual-energy CT iodine-map radiomics predicted collagen-fiber content in the clear-cell renal cell carcinoma microenvironment, with a validation AUC up to 0.74.	batch-04
MED:37333662	MED	37333662	Three-dimensional convolutional neural network model to identify clinically significant prostate cancer in transrectal ultrasound videos: a prospective, multi-institutional, diagnostic study.	2023	EClinicalMedicine	10.1016/j.eclinm.2023.102027	Excluded	wrong outcome	A three-dimensional convolutional network identified clinically significant prostate cancer on transrectal ultrasound video as a detection tool, without deriving a biomarker signature.	batch-04
MED:36869574	MED	36869574	Transcriptome mapping of renal clear cell carcinoma revealed by machine learning algorithm based on enhanced computed tomography images.	2023	J Gene Med	10.1002/jgm.3494	Included		Machine learning built an inflammation-gene risk score and CT radiomic models associated with prognosis in clear-cell renal cell carcinoma using TCGA and imaging cohorts.	batch-04
MED:38071254	MED	38071254	Transfer learning with CNNs for efficient prostate cancer and BPH detection in transrectal ultrasound images.	2023	Sci Rep	10.1038/s41598-023-49159-1	Excluded	wrong outcome	Transfer-learning convolutional networks classified prostate cancer versus benign prostatic hyperplasia on ultrasound as an image-detection task, without a derived biomarker.	batch-04
MED:37069257	MED	37069257	Value of handcrafted and deep radiomic features towards training robust machine learning classifiers for prediction of prostate cancer disease aggressiveness.	2023	Sci Rep	10.1038/s41598-023-33339-0	Included		Handcrafted radiomic features trained classifiers of prostate cancer aggressiveness, and training on heterogeneous radiologist masks gave the lowest generalization error.	batch-04
MED:37357263	MED	37357263	What benefit can be obtained from magnetic resonance imaging diagnosis with artificial intelligence in prostate cancer compared with clinical assessments?	2023	Mil Med Res	10.1186/s40779-023-00464-w	Excluded	wrong publication type	This is a topical review comparing MRI artificial intelligence with clinical assessment in prostate cancer, kept for context rather than as an included study.	batch-04
MED:37942630	MED	37942630	[18F]FDG PET-TC radiomics and machine learning in the evaluation of prostate incidental uptake.	2023	Expert Rev Med Devices	10.1080/17434440.2023.2280685	Included		PET/CT radiomic features and machine learning discriminated prostate cancer from non-cancer incidental FDG uptake, with CT models reaching negative predictive values of 0.73 to 0.87.	batch-04
MED:39234248	MED	39234248	&lt;i&gt;LIG1&lt;/i&gt; is a novel marker for bladder cancer prognosis: evidence based on experimental studies, machine learning and single-cell sequencing.	2024	Front Immunol	10.3389/fimmu.2024.1419126	Included		Machine learning and co-expression analysis prioritized LIG1 as a bladder cancer biomarker whose higher expression was associated with worse overall survival.	batch-04
MED:39457484	MED	39457484	A Multi-Omics Prognostic Model Capturing Tumor Stemness and the Immune Microenvironment in Clear Cell Renal Cell Carcinoma.	2024	Biomedicines	10.3390/biomedicines12102171	Included		Multi-omics clustering and a prognostic model defined stemness-related clear-cell renal cell carcinoma subtypes that differed in stage and survival, and the model performed well in validation.	batch-04
MED:39457657	MED	39457657	A Transfer Learning-Based Framework for Classifying Lymph Node Metastasis in Prostate Cancer Patients.	2024	Biomedicines	10.3390/biomedicines12102345	Included		Deep and texture features from prostate MRI classified lymph-node metastasis, with a hybrid ResNet-18 model reaching 76% accuracy.	batch-04
MED:38704627	MED	38704627	A commentary on 'A CT-based deep learning model predicts overall survival in patients with muscle invasive bladder cancer after radical cystectomy: a multicenter retrospective cohort study'.	2024	Int J Surg	10.1097/js9.0000000000001510	Excluded	wrong publication type	This is a commentary on another bladder cancer deep-learning paper and contains no primary study data.	batch-04
MED:38174830	MED	38174830	A computed tomography urography-based machine learning model for predicting preoperative pathological grade of upper urinary tract urothelial carcinoma.	2024	Cancer Med	10.1002/cam4.6901	Included		A CT urography radiomics score and machine-learning models predicted high-grade upper-tract urothelial carcinoma, and the random-forest model showed excellent predictive performance.	batch-04
MED:38395827	MED	38395827	A nomogram based on peripheral lymphocyte for predicting 8-year survival in patients with prostate cancer: a single-center study using LASSO-cox regression.	2024	BMC Cancer	10.1186/s12885-024-11929-z	Included		LASSO-Cox regression prioritized peripheral lymphocyte subsets as prognostic biomarkers in a survival nomogram for prostate cancer, with AUCs of 0.73 to 0.81.	batch-04
MED:39466475	MED	39466475	A radiomics-based interpretable machine learning model to predict the HER2 status in bladder cancer: a multicenter study.	2024	Insights Imaging	10.1186/s13244-024-01840-3	Included		A multicenter CT radiomics model predicted HER2 status in bladder cancer, with the random-forest classifier reaching a test AUC of 0.815.	batch-04
MED:37909882	MED	37909882	AI-powered radiomics: revolutionizing detection of urologic malignancies.	2024	Curr Opin Urol	10.1097/mou.0000000000001144	Excluded	wrong publication type	This is a topical review of AI-powered radiomics for detecting urologic malignancies, kept for context rather than as an included study.	batch-04
MED:39172115	MED	39172115	Addressing intra- and inter-institution variability of a radiomic framework based on Apparent Diffusion Coefficient in prostate cancer.	2024	Med Phys	10.1002/mp.17355	Included		ADC radiomic features predicted Gleason score and T stage in prostate cancer, with hold-out AUCs of 0.75 and 0.70 and an externally harmonized Gleason AUC of 0.78.	batch-04
MED:38538287	MED	38538287	An Integrated Machine Learning Framework Identifies Prognostic Gene Pair Biomarkers Associated with Programmed Cell Death Modalities in Clear Cell Renal Cell Carcinoma.	2024	Front Biosci (Landmark Ed)	10.31083/j.fbl2903121	Included		An integrated machine-learning framework derived a programmed-cell-death gene-pair score that independently prognosticated survival in clear-cell renal cell carcinoma, and a CT radiomic score classified that status with an AUC of 0.813.	batch-04
MED:36639335	MED	36639335	Applications of artificial intelligence in prostate cancer histopathology.	2024	Urol Oncol	10.1016/j.urolonc.2022.12.002	Excluded	wrong publication type	This is a topical review of artificial intelligence in prostate cancer histopathology, kept for context rather than as an included study.	batch-04
