record_id,study_label,title,year,journal,doi,tumor_site,tumor_site_detail,study_design,data_source,data_source_detail,n_analytic,n_unit,data_modality,data_modality_detail,ai_task,algorithm,input_features,biomarker_result,clinical_purpose,performance_metric,performance_value,validation_level,validation_detail,code_availability,data_availability,reporting_guideline,funding,conflicts_of_interest,key_finding,limitations_as_stated,other_key_outcomes,extractor_id,extracted_at,extraction_status,extraction_note,needs_review,pilot_batch
REC-AIBIOGU-000483,Bing2024,The Value of Dual-Energy Computed Tomography-Based Radiomics in the Evaluation of Interstitial Fibers of Clear Cell Renal Carcinoma.,2024,Technol Cancer Res Treat,10.1177/15330338241235554,kidney_renal,,Single-center retrospective DECT radiomics with SVM models for pseudocapsule and collagen fiber traits,own_cohort,132 ccRCC patients post-nephrectomy with DECT and Masson staining at one institution (70/30 train-validation split),132,patients,radiology_imaging,Dual-energy CT iodine/material decomposition and monoenergetic reconstructions,classification_subtyping,Support vector machine on LASSO-selected radiomics features (Radcloud platform),"LASSO-selected radiomics from IMDI, MEI, keV, and combined IMDI+MEI models",Combined IMDI+MEI radiomics score for pseudocapsule thickness and collagen fiber burden,diagnostic,AUC,Validation set AUC 0.833 (pseudocapsule thickness); collagen fiber count AUC 0.741 (combined model),internal_holdout,Random 7:3 internal split only; no external institution cohort in slice.,NR,NR,none_stated,NR,NR,Combined DECT radiomics outperformed single-energy models for pseudocapsule thickness and collagen fiber quantification proxies in ccRCC.,Slice does not include full limitations section text.,Nomograms integrating Rad-score with clinical/imaging covariates.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000484,Liu2024,"Identifying molecular subtypes and tumor microenvironment infiltration signatures in kidney renal clear cell carcinoma based on stemness-associated disulfidptosis genes by integrating machine learning, single-cell analyses and experimental validation.",2024,Heliyon,10.1016/j.heliyon.2024.e26094,kidney_renal,,NMF disulfidptosis subtypes with WGCNA-LASSO nine-gene SADG prognostic model and multi-cohort validation,multiple_public,"TCGA-KIRC with 7:3 train-test split; external IMVIGOR210, ICGC-RECA, E-MTAB-1980; scRNA GSE139555; qRT-PCR on local samples",NR,patients,multiomics,"Bulk RNA TPM, scRNA-seq, and qRT-PCR confirmation",prognostic_prediction,WGCNA module intersection plus LASSO Cox SADG risk score,Nine stemness-associated disulfidptosis genes (SADG signature),Nine-gene SADG risk score,prognostic,NR,OS separation in TCGA test cohort and three independent external datasets (numeric C-index/AUC not in slice),external_multicenter,"Internal TCGA 7:3 split plus IMVIGOR210, ICGC-RECA, and E-MTAB-1980 external validation stated in methods.",NR,NR,none_stated,NR,NR,Disulfidptosis-based NMF subtypes and a nine-gene SADG score stratified ccRCC prognosis and immune/stemness phenotypes with external replication.,Prospective larger cohorts needed despite qRT-PCR on small local sample set.,Nomogram and immune infiltration/TMB associations for nine hub genes.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000485,Hong2024,Identification of molecular subtypes and diagnostic model in clear cell renal cell carcinoma based on collagen-related genes may predict the response of immunotherapy.,2024,Front Pharmacol,10.3389/fphar.2024.1325447,kidney_renal,,TCGA collagen-related NMF subtypes with WGCNA and four ML algorithms for MMP9-SCGN diagnostic model,multiple_public,TCGA-KIRC 535 tumors; JAVELIN Renal 101 immunotherapy cohort for PFS; RECA-EU ICGC subtype clustering check,535,patients,transcriptomics,Bulk RNA-seq counts; scRNA and RT-qPCR/functional assays for SCGN,classification_subtyping,"SVM, random forest, XGBoost, and GLM compared for two-gene subtype classifier",MMP9 and SCGN core collagen-subtype discriminator genes,MMP9+SCGN diagnostic model for collagen molecular subtypes,predictive_response,NR,Subtype diagnostic model distinguished NMF subtypes with differential PFS on JAVELIN immunotherapy (specific AUC not in slice),external_cohort,Immunotherapy PFS evaluated in JAVELIN Renal 101 after TCGA-derived subtype model; ICGC RECA-EU clustering consistency reported.,NR,NR,none_stated,National Natural Science Foundation of China grants 82373435 and 82172878.,NR,Two collagen-related ccRCC subtypes were defined and an MMP9-SCGN model linked subtype to immunotherapy PFS and TIDE-high immune exclusion.,Slice does not include full limitations section text.,Pan-cancer immune associations of MMP9 and SCGN; SCGN knockdown functional assays.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000489,Xie2024,The potential value of the Purinergic pathway in the prognostic assessment and clinical application of kidney renal clear cell carcinoma.,2024,Aging (Albany NY),10.18632/aging.205364,kidney_renal,,TCGA-KIRC purinergic pathway pan-cancer screen with Lasso plus survival-SVM nine-gene risk score,TCGA,TCGA-KIRC RNA-seq (539 tumor and 72 normal) with clinicopathologic covariates,539,patients,transcriptomics,Bulk RNA-seq via TCGAbiolinks,prognostic_prediction,Lasso plus survival-SVM combination selected among ML pipelines for nine purinergic genes,Nine LASSO-selected purinergic pathway genes,Purinergic pathway risk score,prognostic,AUC,"3-year AUC 0.692, 5-year AUC 0.704, 7-year AUC 0.71, and 10-year AUC 0.75. Among 97 models, Lasso plus survival-SVM had a C-index of 0.597.",internal_split_only,TCGA-KIRC only; no independent external cohort in slice.,NR,NR,none_stated,NR,NR,"A nine-gene purinergic score stratified KIRC survival and supported a nomogram with age, grade, stage, and risk score as independent prognostic factors.",Slice does not include full limitations section text.,Pan-cancer purinergic CNV/SNV/expression survey across 33 cancers.,REV-ALCIDES-AI,2026-09-23,complete,"Printed time-dependent ROC AUCs of the nine-gene purinergic survival model (Figure 6F-I). The C-index 0.597 is the model-selection value, not a replacement for those AUCs.",no,batch-07
REC-AIBIOGU-000490,Liu2023,Novel molecular classification and prognosis of papillary renal cell carcinoma based on a large-scale CRISPR-Cas9 screening and machine learning.,2023,Heliyon,10.1016/j.heliyon.2023.e23184,kidney_renal,,DepMap CRISPR-guided PRCC key genes with NMF subtypes and 21 ML algorithm combinations for prognosis,multiple_public,TCGA-PRCC discovery; external GSE2748 (28 PRCC patients); GEO/GTEx/TARGET ancillary,NR,patients,transcriptomics,Bulk RNA with DepMap CRISPR essentiality overlay,prognostic_prediction,Twenty-one combinations of nine ML algorithms for nine-gene signature selection,Nine-gene prognostic signature from 41 key PRCC genes (SERPINH1 highlighted),Nine-gene PRCC prognostic signature with three-cluster molecular classification,prognostic,NR,Signature showed good prognostic ability in TCGA-PRCC and independent GSE2748 validation (specific C-index/AUC not in slice),external_cohort,Model tested on GSE2748 external PRCC cohort after TCGA-PRCC development.,NR,NR,none_stated,NR,NR,CRISPR-informed PRCC subtypes (C1–C3) and a nine-gene ML signature stratified survival with SERPINH1 as a critical prognostic hub.,Slice includes limitations section but text truncated in crop.,Drug sensitivity and TME differences across clusters; qPCR/Western blot for SERPINH1.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000492,Zhong2023,Selection of M7G-related lncRNAs in kidney renal clear cell carcinoma and their putative diagnostic and prognostic role.,2023,BMC Urol,10.1186/s12894-023-01357-9,kidney_renal,,WGCNA m7G-lncRNA modules with XGBoost and Boruta eight-gene prognostic model,multiple_public,TCGA-KIRC training; ICGC external validation stated in abstract,NR,patients,transcriptomics,Bulk lncRNA expression,prognostic_prediction,XGBoost and Boruta feature selection on DE-m7G-lncRNAs,Eight m7G-associated lncRNA biomarkers (including PTCSC3 and AP000696.2),Eight-lncRNA m7G prognostic panel,prognostic,NR,Nomogram calibration and decision curves reported; KM separation for PTCSC3 and RP11-321G12.1 (AUC/C-index not in slice),external_cohort,ICGC dataset used for external validation per abstract/methods framing.,NR,NR,none_stated,NR,NR,Eight m7G-related lncRNAs predicted KIRC prognosis and correlated with immune infiltration and checkpoint expression.,Slice does not include full limitations section text.,Immune cell infiltration and checkpoint correlation analyses.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000495,Liu2023,Validity of a multiphase CT-based radiomics model in predicting the Leibovich risk groups for localized clear cell renal cell carcinoma: an exploratory study.,2023,Insights Imaging,10.1186/s13244-023-01526-2,kidney_renal,,"Multiphase CT radiomics for Leibovich risk stratification with training, internal validation, and external test cohorts",own_cohort,"425 localized ccRCC patients split into training, validation, and external testing (external n=44)",425,patients,radiology_imaging,"Unenhanced, arterial, and venous phase CT radiomics",risk_stratification,Radiomics feature selection with ML classifier for Leibovich groups (triphasic signature),Triphasic CT radiomics signature,Triphasic radiomics Leibovich risk score,risk_stratification,AUC,Training/validation AUC 0.862 (95% CI 0.809–0.914) and 0.853 (95% CI 0.785–0.921); external testing AUC 0.872,external_cohort,Independent external imaging cohort (n=44) for Leibovich classification; authors note limited external sample size.,NR,NR,none_stated,NR,NR,Triphasic CT radiomics noninvasively stratified Leibovich risk groups with strong discrimination including external testing.,"External cohort small, limiting precision of external AUC estimate.",Calibration and clinical utility assessment of radiomics model.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000496,Gao2023,Multiphase CT radiomics nomogram for preoperatively predicting the WHO/ISUP nuclear grade of small (< 4 cm) clear cell renal cell carcinoma.,2023,BMC Cancer,10.1186/s12885-023-11454-5,kidney_renal,,Single-center multiphase CT radiomics nomogram for small ccRCC WHO/ISUP grade,own_cohort,113 ccRCC patients at one center; train n=67 and test n=46,113,patients,radiology_imaging,"UP, corticomedullary, and nephrographic phase CT radiomics (PyRadiomics)",classification_subtyping,GBDT feature reduction with multivariate logistic radiomics nomogram,Six CT radiomics features plus clinical REV of nephrographic phase,Clinical-radiomics nomogram Rad-score for nuclear grade,diagnostic,AUC,Clinical-radiomics nomogram AUC 0.940 (training) and 0.902 (testing); radiomics model testing AUC 0.924 (95% CI 0.868–0.969),internal_holdout,Random internal train/test split only; no external institution cohort.,NR,NR,none_stated,NR,NR,A CT radiomics nomogram predicted WHO/ISUP grade of small ccRCC with high internal discrimination.,Slice does not include full limitations section text.,Decision curve analysis favored nomogram over clinical model alone.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000497,Ye2023,Protein Arginine Methyltransferases Refine the Classification of Clear Cell Renal Cell Carcinoma with Distinct Prognosis and Tumor Microenvironment Characteristics.,2023,Int J Biol Sci,10.7150/ijbs.80323,kidney_renal,,TCGA multi-omics PRMT methylation patterns with LASSO Cox PRMTScore prognostic model,multiple_public,"763 ccRCC patients from TCGA-KIRC, CPTAC-3, E-MTAB-3267, and related public omics",763,patients,multiomics,Bulk transcriptomics with arginine methylation pattern clustering and TMB,prognostic_prediction,Univariate Cox plus LASSO and multivariate Cox for PRMTScore,"Four-gene PRMTScore (SLC16A12, HRH2, F2RL3, SAA1 coefficients)",PRMTScore arginine methylation-related signature,prognostic,NR,ROC constructed for PRMTScore predictive ability (numeric AUC/C-index not in slice),external_multicenter,Multi-cohort TCGA/CPTAC/ArrayExpress integration for 763 patients; external validation framing in abstract.,NR,NR,none_stated,NR,NR,Two PRMT-related molecular patterns stratified immune contexture and a four-gene PRMTScore predicted ccRCC prognosis and immunotherapy response associations.,Slice does not include full limitations section text.,Immune checkpoint and CIBERSORT/ssGSEA infiltration comparisons across patterns.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000498,Maddalo2023,Small Renal Masses: Developing a Robust Radiomic Signature.,2023,Cancers (Basel),10.3390/cancers15184565,kidney_renal,,Monocentric CT radiomics signature for small renal mass malignancy with Monte Carlo cross-validation,own_cohort,85 patients at AOU Parma for SRM resection (51 malignant) with Monte Carlo resampling,85,patients,radiology_imaging,CT radiomics features from surgical SRM cohort,diagnostic_prediction,Radiomics ML pipeline with Monte Carlo cross-validation (authors describe monocentric observational design),CT radiomics signature for malignant vs benign SRM,Radiomics signature for SRM malignancy,diagnostic,AUC,Unseen-data ROC-AUC 0.79 ± 0.12; accuracy 0.73 ± 0.12; sensitivity 0.78 ± 0.19 (Monte Carlo CV),internal_cv,Monte Carlo cross-validation substitutes for external validation in single-center cohort.,NR,NR,none_stated,NR,NR,A radiomics signature discriminated malignant from benign small renal masses with moderate cross-validated performance in a monocentric cohort.,Authors describe monocentric observational design without true external cohort.,NR,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000499,Tang2023,Prognostic model of kidney renal clear cell carcinoma using aging-related long noncoding RNA signatures identifies THBS1-IT1 as a potential prognostic biomarker for multiple cancers.,2023,Aging (Albany NY),10.18632/aging.204949,kidney_renal,NA,translational/bioinformatic,multiple_public,"TCGA-KIRC (541 tumor + 72 para-cancer samples; 514 with complete survival/clinicopathological data used for modeling), GTEx, LncExpDB; pan-cancer secondary analysis across 33 TCGA tumor types",514,patients,transcriptomics,lncRNA/mRNA/miRNA expression profiles (TPM values); CarLnc-miRNA-mRNA regulatory network,prognostic_prediction,"SVM-RFE and random forest (feature/gene selection); multivariate stepwise Cox regression (final prognostic model construction); k-means consensus clustering (secondary, for AR-subgroups)","5-gene expression signature (TPM values of MMP11, THBS1-IT1, DYNLL2, RMND5A, PEG10)","LncAging_score, a 5-gene (aging-related lncRNA-network-derived) prognostic model; THBS1-IT1 further characterized as a pan-cancer prognostic biomarker",prognostic,AUC,"Training cohort AUC for 1-/3-/5-year OS: 0.727/0.696/0.726; nomogram (LncAging_score + age + sex + stage) AUC range 0.796-0.872 for 1-, 3-, and 5-year risk in entire cohort (n=514); LncAging_score, age, grade and stage all independent prognostic factors (P<0.05, HR>1)",internal_holdout,"Random split of TCGA-KIRC cohort (n=514, complete clinical+survival data) into training (n=345, ~67%) and validation (n=169, ~33%); no independent external cohort was used to validate the 5-gene KIRC prognostic model. The pan-cancer analysis of THBS1-IT1 alone (across 33 other TCGA tumor types) is a separate exploratory extension, not an external validation of the KIRC model.",NR,upon_request,none_stated,NR,NR,"A 5-gene aging-related lncRNA/mRNA model (LncAging_score, including THBS1-IT1) is an independent prognostic factor for KIRC OS/PFI (AUC 0.696-0.727 in training), improved further when combined with clinical variables in a nomogram (AUC 0.796-0.872); THBS1-IT1 alone shows dysregulation and prognostic significance across 12+ additional TCGA tumor types.",NR,"Two aging-related subgroups (AR-subgroup A/B) identified in KIRC by unsupervised consensus clustering of 8 candidate aging-related lncRNAs (CarLncs), differing significantly in OS and immune cell infiltration (secondary, exploratory axis, not a predictive model). Pan-cancer analysis of THBS1-IT1 alone across 33 TCGA tumor types: associated with OS/DSS/PFI/DFI in multiple non-GU tumor types, and correlated with TMB, MSI, and immune/stromal infiltration.",REV-ALCIDES-AI,2026-09-23,complete,Data availability statement explicit in text (available upon reasonable request). Funding/COI statements not visible in the extracted text portion; marked NR. appraisal_note flags the pan-cancer THBS1-IT1 extension as beyond the KIRC model's original scope; documented under other_key_outcomes rather than folded into the main biomarker_result/validation_level.,no,pilot
